device_key,device_info,os,browser,screen,is_new_flag
4b3d51ffb78c,SM-G531H Build/LMY48B,,chrome 60.0 for android,,New
7a3f7950bfaf,F5321 Build/34.2.A.2.47,Android 7.0,chrome 64.0 for android,1280x720,New
a855a33f59f9,Moto G (5) Build/NPP25.137-93,,chrome generic,,New
670834a9ba63,LG-D855,,chrome 64.0 for android,,Found
91f78af91a75,SM-J700M Build/MMB29K,,chrome 64.0 for android,,Found
3a6e7a16ab6c,SM-T827R4,Android 7.0,chrome 64.0 for android,2048x1536,New
9cb43441adbc,SM-G531H Build/LMY48B,,chrome 64.0 for android,,Found
63838051a259,HTC Desire 626s Build/LMY47O,,chrome 55.0 for android,,Found
b7b318968414,SAMSUNG,,samsung browser generic,,New
c86019c4e43a,HUAWEI,,chrome 64.0 for android,,New
100a69b74298,SM-G955F Build/NRD90M,,chrome 64.0 for android,,New
b23dfd2c2c0f,SM-J710MN Build/MMB29K,,chrome 64.0 for android,,New
226ffe840eb4,SAMSUNG-SM-J327AZ,Android 7.0,chrome 64.0 for android,1280x720,Found
d2de4148952b,SAMSUNG,,samsung browser generic,,New
9b4b0d833f74,Windows,Windows 7,chrome 63.0,1920x1080,New
d0a9fb7a0557,Trident/7.0,Windows 7,ie 11.0 for desktop,1600x900,New
a8cc93c61cf4,SAMSUNG SM-G955F Build/NRD90M,,samsung browser generic,,New
1489df23cd8b,Z835 Build/NMF26V,Android 7.1.1,other,855x480,New
4c536626855d,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,2961x1442,Found
dc40890fee78,Moto G (4) Build/NPJS25.93-14-13,,chrome generic,,New
eab0c4bd7f7e,SM-J700M Build/MMB29K,,chrome 64.0 for android,,New
065ce4915c6c,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,2961x1442,Found
303af6f5b06b,SM-G928G Build/MMB29K,,chrome 64.0 for android,,Found
35d772246edc,E5306 Build/27.3.A.0.165,,chrome 64.0 for android,,New
316302e966d2,SM-J320M Build/LMY47V,,chrome 64.0 for android,,New
da1dfe4575ee,CAM-L03 Build/HUAWEICAM-L03,,chrome 64.0 for android,,New
7669e9ebfe77,SM-G610M Build/MMB29K,,chrome 64.0 for android,,Found
365ca5d50954,4013M Build/KOT49H,,chrome 64.0 for android,,New
3d0638c8d03e,Pixel Build/OPM1.171019.016,Android 8.1.0,chrome 64.0 for android,,Found
c0d182883c6f,SM-G531H Build/LMY48B,,chrome 64.0 for android,,New
ad48309aaf75,Moto C Build/NRD90M.063,,chrome 58.0 for android,,New
11c9fc8224dd,SM-G610M Build/MMB29K,,chrome 64.0 for android,,New
baf0f31543e3,Moto G (4) Build/NPJ25.93-14.5,,chrome generic,,New
57cdd9189e37,LG-X165g Build/LRX21M,,chrome 52.0 for android,,New
c767c3d9a3af,SM-G531H Build/LMY48B,,chrome 64.0 for android,,New
adcf5f5f8887,SAMSUNG SM-G930F Build/NRD90M,,samsung browser generic,,Found
4c10c7b180f7,LGLS775 Build/NRD90U,Android 7.0,chrome 63.0 for android,1280x720,Found
574a486a605c,SM-G610M Build/MMB29K,,chrome 64.0 for android,,Found
2014ae1d509c,SAMSUNG SM-G531H Build/LMY48B,,Samsung/SM-G531H,,New
ba250d601b04,5056A Build/MMB29M,,chrome 64.0 for android,,New
1588d95b86ea,SM-G610M Build/MMB29K,,chrome 64.0 for android,,New
87225ddf6af5,LG-X165g Build/LRX21M,,chrome 52.0 for android,,Found
e4c3c9b6572b,Moto E (4) Build/NMA26.42-19,,chrome generic,,Unknown
1449df8522b3,SM-P350 Build/MMB29M,,chrome 64.0 for android,,New
19d32be4c7c1,XT1650,Android 7.1.1,chrome 64.0 for android,2560x1440,Found
d6a6b38ff511,Ilium L1120 Build/NRD90M,,chrome 64.0 for android,,New
73abe9344c89,LG-X165g Build/LRX21M,,chrome 52.0 for android,,Found
ad6cbf0939a9,SM-G610M Build/MMB29K,,chrome 64.0 for android,,Found
d1b0147bee60,LG-X165g Build/LRX21M,,chrome 52.0 for android,,Found
216d178b658d,SM-G610M Build/MMB29K,,chrome 64.0 for android,,Found
9993e690c64d,Lenovo-A6020l36 Build/LMY47V,,other,,Found
b21ae22f80ba,TRT-L53 Build/HUAWEITRT-L53,,chrome 64.0 for android,,Found
217713e25cf4,Moto G (5) Build/NPPS25.137-15-11,,chrome generic,,New
2470dd29aa58,LG-X165g Build/LRX21M,,chrome 52.0 for android,,Found
3a32ac0f4a75,SAMSUNG SM-J700M Build/MMB29K,,samsung browser generic,,New
74c8f0db2d25,SM-A520F Build/NRD90M,,chrome 64.0 for android,,Found
e7a1f506ceeb,Moto E (4) Build/NMA26.42-69,,chrome generic,,New
598633f7c9bf,LG-X165g Build/LRX21M,,chrome 52.0 for android,,Found
ed192facf39f,Moto G Play Build/MPIS24.241-15.3-7,,chrome 63.0 for android,,Found
e7e5ae9e3e87,Moto G (5) Build/NPPS25.137-15-11,,chrome generic,,Found
a010b44ea4bb,5010G Build/MRA58K,,chrome,,New
b43a98cd96d6,SM-A520W Build/NRD90M,,chrome 64.0 for android,,Found
a3b3a25b6874,SM-G935F Build/MMB29K,,chrome 64.0 for android,,Found
77b0f40c32f1,SM-G610M Build/MMB29K,,chrome 64.0 for android,,Found
2ca8e01fa48c,SM-G610M Build/MMB29K,,chrome 64.0 for android,,Found
6566b8504090,iOS Device,iOS 11.2.5,mobile safari generic,2208x1242,New
5e8bc60315f0,SM-G610M Build/MMB29K,,chrome 64.0 for android,,Found
5ead5883a2a1,SM-T560 Build/KTU84P,,chrome 62.0 for android,,Found
fe20d7f84917,Lenovo PB2-650Y Build/MRA58K,,chrome 64.0 for android,,Unknown
25b3a339e2ba,HUAWEI G7-L03 Build/HuaweiG7-L03,,chrome 64.0 for android,,Found
a5466e26211b,SAMSUNG SM-J700M Build/MMB29K,,samsung browser generic,,Found
d141bbf037bc,SAMSUNG SM-J700M Build/MMB29K,,samsung browser generic,,Found
0c184221ae97,SM-A530F Build/NMF26X,,chrome 64.0 for android,,New
a1094b4d069e,SM-A530F Build/NMF26X,,chrome 64.0 for android,,Found
c9bcb5d78c4b,LG-D693n Build/LRX22G,,chrome generic,,New
83bca7fd191f,BLADE V8 SE Build/NRD90M,,chrome 64.0 for android,,Found
10a15284ba2a,LG-K580 Build/MRA58K,,chrome 64.0 for android,,Found
051530ca595b,SM-T555,,chrome 59.0 for android,,New
5cbf119dc241,Moto X Play Build/NPD26.48-24-1,,chrome 64.0 for android,,New
5bc191bf018a,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 64.0 for android,,New
0b6b550d1eab,SM-G610M Build/MMB29K,,other,,New
37466daac4d7,SM-J701M Build/NRD90M,,chrome 64.0 for android,,Found
2754981c46a5,SAMSUNG SM-A320Y Build/NRD90M,,samsung browser generic,,Found
5d8abbb973b4,F3313 Build/37.0.A.2.248,,chrome 64.0 for android,,New
dec797231f8f,SM-J701M Build/NRD90M,,chrome 64.0 for android,,Found
231c405df717,SM-J701M Build/NRD90M,,chrome 64.0 for android,,Found
f17caebc6eed,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,New
e80a946570f3,SM-J701M Build/NRD90M,,chrome 64.0 for android,,Found
739e06a12fb6,MotoG3 Build/MPIS24.65-33.1-2-16,,chrome 64.0 for android,,New
dba0f9ea8416,5010G Build/MRA58K,,other,,New
3587ee42d7a1,SAMSUNG SM-T710 Build/NRD90M,,samsung browser generic,,Found
43c06a27bfb6,STV100-2 Build/MMB29M,,chrome 64.0 for android,,New
b073cd98f1ec,LG-H872 Build/NRD90U,Android 7.0,chrome 64.0 for android,2672x1440,Found
c2af90c280d8,SM-G531H Build/LMY48B,,chrome 64.0 for android,,New
ec73517a5cd6,SM-G531H Build/LMY48B,,chrome 64.0 for android,,Found
1b04567dfcdc,HUAWEI CUN-L03 Build/HUAWEICUN-L03,,chrome 46.0 for android,,New
f5b1aa9e99f6,Moto G (4) Build/NPJ25.93-14.7,,samsung browser generic,,Found
1509bd2912e5,SM-G955U Build/NRD90M,Android 7.0,chrome 64.0 for android,,Found
e28135963589,SM-G955U Build/NRD90M,Android 7.0,chrome 64.0 for android,,Found
1f6457272dc5,SAMSUNG,,chrome generic,,New
964ef6f26be3,SAMSUNG SM-G531H Build/LMY48B,,Samsung/SM-G531H,,Found
3f963f407948,SGH-I337M Build/LRX22C,,chrome 64.0 for android,,Found
c452950bee7e,SM-G930V Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,New
4139e277bbc3,SM-G530H Build/KTU84P,,chrome generic,,New
e099efa9c4fb,Moto G (5) Build/NPPS25.137-15-11,,chrome generic,,New
727550d23605,LG-K410 Build/LRX22G,,chrome 61.0 for android,,New
8ea59e7223d3,Windows,Windows 10,chrome 64.0,1920x1080,New
5973ab41963f,,Android,chrome 61.0,1280x720,Found
c108a3bd33f6,LG-M700 Build/NMF26X,,chrome 64.0 for android,,New
8c19620a4589,LG-H650 Build/MRA58K,,chrome 64.0 for android,,New
d76418eed55f,SM-G610M Build/MMB29K,,chrome 64.0 for android,,New
6e71a8fed6ed,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,New
8ca76c1e373b,LG-H870 Build/NRD90U,,chrome 64.0 for android,,Found
ee744f749b17,HTC Desire 626s Build/LMY47O,,chrome 63.0 for android,,New
4edc6b0e8292,M4 SS4452 Build/LMY47V,,chrome 46.0 for android,,New
a584432bd90d,SM-G390F,,chrome 64.0 for android,,Found
27080a6294c8,SM-J700M Build/MMB29K,,chrome 64.0 for android,,New
2f1d2365018c,SM-G950U Build/NRD90M,Android 7.0,chrome 64.0 for android,2961x1440,Found
4ea2da6ccc9b,SM-G950U Build/NRD90M,Android 7.0,chrome 64.0 for android,2961x1440,Found
85aae786e228,SM-G950U Build/NRD90M,Android 7.0,chrome 64.0 for android,2961x1440,Found
4ff1020d6476,SM-N950F Build/NMF26X,,chrome 64.0 for android,,New
e2bfb642f329,SM-G950U Build/NRD90M,Android 7.0,chrome 64.0 for android,2961x1440,Found
1515ea9dcb75,LG-X230 Build/MRA58K,,chrome 63.0 for android,,Found
d4f910e480df,SM-G950U Build/NRD90M,Android 7.0,chrome 64.0 for android,2961x1440,Found
fc69ef832300,SM-G955U Build/NRD90M,Android 7.0,chrome 64.0 for android,2220x1080,New
a63da557dd17,XT1008 Build/LPBS23.13-56-2,,chrome 64.0 for android,,New
40616e6a7581,Ilium LT510 Build/MRA58K,,chrome 60.0 for android,,Found
20b627b33941,EVA-L09 Build/HUAWEIEVA-L09,,chrome 64.0 for android,,Found
a5b73b51d074,EVA-L09 Build/HUAWEIEVA-L09,,chrome 64.0 for android,,Found
b0c40d32eb75,KFAUWI Build/LVY48F,Android 5.1.1,chrome generic,1024x600,Found
59101b385d6a,F5321 Build/34.3.A.0.238,,chrome 61.0 for android,,New
faf4550a8db0,Linux i686,,firefox 58.0,,New
cff77924fef2,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,,New
fe7b8e3f3a18,CAM-L03 Build/HUAWEICAM-L03,,chrome 64.0 for android,,New
1d61b1d3abc8,G3223 Build/42.0.A.4.101,,chrome 64.0 for android,,Found
623b9819ed9d,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,New
209a47b6085c,Lenovo,,chrome 63.0 for android,,New
faad8f512bd8,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,Found
1a10f5d4c0f8,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,Found
fc7f60015792,iOS Device,iOS 11.0.2,mobile safari generic,2208x1242,New
2c4547bffa9b,B3-A40,,chrome 64.0 for android,,Found
6b6a19e52302,SAMSUNG SM-G610M Build/MMB29K,,samsung browser generic,,Found
41aa6b465580,MacOS,Mac OS X 10_12_6,chrome 64.0,2880x1800,Found
e647856f7fe0,SAMSUNG SM-G610M Build/MMB29K,,samsung browser generic,,Found
c841bfa41330,SM-G955U Build/NRD90M,Android 7.0,chrome 64.0 for android,,Found
59d510a0f06c,SM-G955U Build/NRD90M,Android 7.0,chrome 64.0 for android,,Found
6452310b1568,SM-J730GM Build/NRD90M,,chrome 64.0 for android,,Found
2b4f3299d099,SM-G955U Build/NRD90M,Android 7.0,chrome 64.0 for android,,Found
215111264ea0,SAMSUNG SM-G891A Build/NRD90M,Android 7.0,samsung browser generic,1920x1080,Found
eca9459c6e1c,moto x4 Build/NPW26.83-18-2-0-4,,chrome 64.0 for android,,Found
0ec9768809c2,Moto G (4) Build/NPJS25.93-14-13,,chrome generic,,New
6081291975fd,SM-G950F Build/R16NW,,chrome 64.0 for android,,Unknown
d2f37f65f632,LG-K220 Build/MXB48T,,chrome 64.0 for android,,New
ed20f9bf3f4f,SM-G950F Build/R16NW,,chrome 64.0 for android,,Unknown
14e09e62d318,SM-G950F Build/R16NW,,chrome 64.0 for android,,Unknown
743d8e0dbd00,SM-G950F Build/R16NW,,chrome 64.0 for android,,Unknown
bac67e87fd74,F5121 Build/34.3.A.0.252,,chrome 64.0 for android,,Found
ffdccf1b354d,SM-G531H Build/LMY48B,,chrome 55.0 for android,,Found
a61b21eefa8b,XT1063 Build/MPB24.65-34-3,,chrome 64.0 for android,,New
48d64dbac278,LG-D331,,chrome 63.0 for android,,Found
5bfe3cca6fc9,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,New
b87a9025ffbb,Moto G (5) Plus Build/NPN25.137-92,,chrome generic,,New
4f94c88821b8,G8141,,chrome 55.0 for android,,Found
9add04e43497,HUAWEI NXT-L09 Build/HUAWEINXT-L09,,chrome 64.0 for android,,New
a3c77be2a6c8,SAMSUNG SM-T587P Build/NRD90M,Android 7.0,samsung browser generic,1920x1200,Found
4322717afbb2,Pixel XL Build/OPM1.171019.016,Android 8.1.0,chrome 64.0 for android,2562x1442,Found
7e4b8ce0ca84,Moto G Play Build/NPIS26.48-36-2,,chrome 64.0 for android,,New
f38bd6cdf728,iOS Device,iOS 11.2.2,mobile safari generic,1136x640,New
97c5f2bcd911,Ilium LT510 Build/MRA58K,,chrome 64.0 for android,,New
dd737dfcad01,Windows,Windows 10,chrome 64.0,,Found
a4c9e6c4a965,SM-J700M Build/MMB29K,,chrome 64.0 for android,,New
2b0ccd4f9158,iOS Device,iOS 11.2.2,mobile safari generic,2208x1242,New
0b3757644e66,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,New
91c09a8c04b0,Lenovo PB2-650Y Build/MRA58K,,chrome 64.0 for android,,Unknown
0756be14d25e,LG-M700 Build/NMF26X,,chrome 64.0 for android,,New
0241a9a75516,SM-G930V Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,Found
7c244589af50,iOS Device,iOS 11.2.1,mobile safari generic,1334x750,New
a7be37a763e5,Z835 Build/NMF26V,Android 7.1.1,other,855x480,Found
6e8ecc7c3543,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 64.0 for android,,Found
d9c49b91ca54,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 64.0 for android,,Found
31704627bdfc,SM-G850M Build/LRX22G,,chrome 64.0 for android,,New
83975bc3c4db,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 64.0 for android,,Found
32a5c9d302c1,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 64.0 for android,,Found
093e7708f0f9,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 64.0 for android,,Found
00e6509c0616,O1,,android browser 4.0,,New
40ae5538cad6,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 64.0 for android,,New
c363033843c5,SM-G955U Build/NRD90M,Android 7.0,chrome 64.0 for android,,New
a5e25fead06a,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,Found
2cc22dbf2dcb,LG-X240 Build/MRA58K,,chrome 64.0 for android,,New
e91885d4d87b,SM-G531H Build/LMY48B,,chrome 64.0 for android,,Found
776e8ce65962,Ilium X220 Build/MRA58K,,chrome 64.0 for android,,New
c71320f9b6c5,F3213 Build/36.1.A.1.86,,chrome 64.0 for android,,New
3d00a69e3b67,TRT-L53 Build/HUAWEITRT-L53,,chrome 64.0 for android,,Found
343358d24f9f,SM-G610M Build/MMB29K,,chrome 64.0 for android,,Found
56f46ae660c2,M4 SS4450 Build/MRA58K,,chrome 58.0 for android,,New
169b4ad9d0a7,Moto G (4) Build/NPJS25.93-14-13,,chrome generic,,Found
a1d9da9bc50f,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,Found
b9539c1fc183,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,Found
72e6d7f28067,Moto X Play Build/NPD26.48-24-1,,chrome 64.0 for android,,New
3db511beec88,SAMSUNG SM-G935F Build/NRD90M,,samsung browser generic,,Found
09ab50fd936b,Moto X Play Build/NPD26.48-24-1,,chrome 64.0 for android,,New
29212db40c4c,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,Found
fea41655e05e,iOS Device,iOS 11.2.2,mobile safari generic,1334x750,New
0b5429cf4f17,SM-J320M Build/LMY47V,,chrome 63.0 for android,,Found
9a0967c0cce7,5012G Build/MRA58K,,chrome 64.0 for android,,Found
b8f0c0f3c0b5,SAMSUNG SM-G610M Build/MMB29K,,samsung browser 6.2,,Found
403d8351cde3,SM-J320M Build/LMY47V,,chrome 63.0 for android,,Found
110b09e83be0,LG-X165g Build/LRX21M,,chrome 64.0 for android,,New
aa541f1895f8,XT1635-02 Build/NPN26.118-22-2,,chrome 64.0 for android,,Found
8a99b547ecc6,SM-A720F Build/NRD90M,,chrome 64.0 for android,,New
e308a349c451,LG-X165g Build/LRX21M,,chrome 64.0 for android,,Found
a122385cd937,iOS Device,iOS 11.2.5,mobile safari generic,2208x1242,Found
17668de105e6,SAMSUNG SM-J500M Build/MMB29M,,samsung browser 4.0,,New
64c2748b46cf,,Android,chrome 61.0,1280x720,Found
c8999771f9a8,SAMSUNG SM-G610M Build/MMB29K,,samsung browser 6.2,,Found
7bf368d84b61,LG-K500 Build/MMB29M,,chrome 64.0 for android,,New
687c24e64fec,iOS Device,iOS 11.1.2,mobile safari generic,1334x750,New
71d119f036e3,SM-G950F Build/NRD90M,,chrome 64.0 for android,,New
c1688984bbf3,SAMSUNG SM-G935F Build/NRD90M,,samsung browser 6.2,,New
784adbc85c72,SAMSUNG SM-A320FL Build/NRD90M,,samsung browser generic,,New
8bf574ff7b4c,SM-G530H Build/LRX22G,,chrome 64.0 for android,,New
9f0637559a71,SM-E500M,,chrome 64.0 for android,,New
019654d247d6,SM-J500M Build/LMY48B,,chrome 64.0 for android,,Found
71bf6ef0c591,Blade A465 Build/LMY47D,,chrome 64.0 for android,,New
469e6caef519,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 64.0 for android,,Found
e3cb7503f2ae,5095I Build/MRA58K,,chrome 64.0 for android,,New
a2aa6e29fdbd,SM-J700M Build/MMB29K,,chrome 64.0 for android,,Found
3431c561b847,SM-J700M Build/MMB29K,,chrome 63.0 for android,,New
f1391042670d,LG-K580 Build/MRA58K,,chrome 62.0 for android,,New
20afb5a540e9,F3213 Build/36.1.A.1.86,,chrome 64.0 for android,,New
efadbb7c4a84,SM-G935F Build/NRD90M,,chrome 64.0 for android,,New
6974390d79ae,SM-J700M Build/MMB29K,,chrome 64.0 for android,,Found
43ed24a551a9,EVA-L09 Build/HUAWEIEVA-L09,,chrome 64.0 for android,,Found
588cae06fdd0,SM-T350 Build/MMB29M,,chrome 64.0 for android,,Found
123c0fea6049,SM-J510MN Build/MMB29M,,chrome 64.0 for android,,New
764915a6721a,LG-H840 Build/NRD90U,,chrome 64.0 for android,,Found
905a1f680cc5,LG-H840 Build/NRD90U,,chrome 64.0 for android,,Found
93e8b1089481,SM-P607T,Android 5.1.1,chrome 64.0 for android,2560x1600,Found
6e8247b120b7,LG-H840 Build/NRD90U,,chrome 64.0 for android,,Found
51d5f5c88669,SM-J500M Build/LMY48B,,chrome 64.0 for android,,Found
3e0e1535bc11,SAMSUNG SM-G530H Build/LRX22G,,other,,New
efddfc5f4b1f,LG-H840 Build/NRD90U,,chrome 64.0 for android,,Found
a9a4d1c461fb,LG-H840 Build/NRD90U,,chrome 64.0 for android,,Found
28803f48daa7,Tmovi Build/Vision,,chrome 64.0 for android,,Found
3ac49957865e,Tmovi Build/Vision,,chrome 64.0 for android,,Found
a7e5da50c066,SAMSUNG-SM-G930A Build/NRD90M,,chrome 64.0 for android,,Found
9dc85390473d,iOS Device,iOS 11.2.2,mobile safari generic,2208x1242,New
e2c130117763,SM-G570M Build/MMB29K,,chrome 62.0 for android,,New
1641a3ee6b1f,iOS Device,iOS 11.2.2,mobile safari generic,2208x1242,Found
d0978d1ee65a,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,Found
9b786eee82d2,SM-G950F Build/NRD90M,,chrome 64.0 for android,,Found
6d41f8d3b2fc,SAMSUNG SM-T710 Build/NRD90M,,samsung browser generic,,Found
1b87c9e6d63f,SM-S727VL Build/MMB29M,,chrome 64.0 for android,,Found
077920ddfc40,SM-S727VL Build/MMB29M,,chrome 64.0 for android,,Found
b7849cd6dd4a,SM-J700M Build/MMB29K,,chrome 64.0 for android,,Found
9a8976dafe75,HTC One_M8 Build/MRA58K,,chrome 64.0 for android,,Found
ea71dc99a067,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1080,Found
b24e146bdf3e,SLA-L03 Build/HUAWEISLA-L03,,chrome 64.0 for android,,New
e2827a5609c5,SM-G531H Build/LMY48B,,chrome 55.0 for android,,New
17f8b6f78a7b,Moto G Play Build/NPIS26.48-36-2,,chrome 64.0 for android,,Found
52a753afbe1d,Pixel,Android 7.1.2,chrome 64.0 for android,2560x1800,Unknown
9b62ae471db3,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1080,Found
2965d44190ea,PRA-LX1 Build/HUAWEIPRA-LX1,,chrome 64.0 for android,,New
a669a0e6b8c7,SM-G930V Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,Found
047c7b6daaab,Linux x86_64,,firefox 58.0,,New
00e5cfe1bf6d,SM-A720F Build/NRD90M,,chrome 64.0 for android,,Found
79a101c78b5f,SM-G950U Build/NRD90M,Android 7.0,chrome 64.0 for android,2220x1080,Found
3645dcb4979b,MHA-L09 Build/HUAWEIMHA-L09,,chrome 64.0 for android,,New
8a4523f983fe,STV100-4 Build/LMY47V,,chrome 64.0 for android,,Found
156408943dcc,SAMSUNG-SM-G935A Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,Found
fb9dcb2d24d5,CRO-L03 Build/HUAWEICRO-L03,,chrome 64.0 for android,,New
1be2be3ddfdd,SM-T355Y Build/NMF26X,,android webview 4.0,,Unknown
eada4e0720c5,Moto G (5) Build/NPPS25.137-15-11,,chrome generic,,New
e267f9fb7720,SM-A720F Build/NRD90M,,chrome 64.0 for android,,Found
ed4c094a0302,SAMSUNG-SM-J327A Build/NRD90M,Android 7.0,chrome 64.0 for android,1280x720,Found
a0540ee3b10f,Ilium X210 Build/LMY47I,,chrome 63.0 for android,,Found
c347e8a3fe27,HTC One M9 Build/NRD90M,,chrome 64.0 for android,,New
054ee73015f4,es-us,,android webview 4.0,,New
0542a6a4276e,Moto G (4) Build/NPJS25.93-14-13,,chrome generic,,Found
3a5c781dbd2b,SM-G531H Build/LMY48B,,chrome 63.0 for android,,Found
211337eb69f7,LG-K410 Build/LRX22G,,chrome 61.0 for android,,New
54a5647a9d18,Moto C Build/NRD90M.054,,chrome 62.0 for android,,New
074cf2f6e15f,ALE-L23 Build/HuaweiALE-L23,,chrome 64.0 for android,,New
a0a2ce63fa71,SAMSUNG SM-J700M Build/MMB29K,,samsung browser 6.2,,Found
0de695410f9c,EVA-L09 Build/HUAWEIEVA-L09,,chrome 64.0 for android,,Found
65fcbecf58c8,moto x4 Build/NPW26.83-18-2-0-4,,chrome 64.0 for android,,Found
30106f2ef278,SM-A520F Build/NRD90M,,chrome 64.0 for android,,New
89eaa6844fd7,SM-A500M Build/LRX22G,,chrome 64.0 for android,,Found
ae556e9795b3,rv:11.0,,ie 11.0 for desktop,,Found
9dc3aae21b1f,SM-T560NU Build/NMF26X,Android 7.1.1,chrome 64.0 for android,1280x800,Found
78bd2b540caf,Moto G (5S,,chrome generic,,New
c26493f0ad98,Moto E (4) Build/NMA26.42-19,,chrome generic,,New
7bf624623033,rv:11.0,,ie 11.0 for desktop,,Found
d33852622919,SM-G531H Build/LMY48B,,chrome 64.0 for android,,Found
bd69716c8aea,Hisense F102 Build/NRD90M,,chrome 64.0 for android,,Found
998447848907,SM-J320M Build/LMY47V,,chrome 64.0 for android,,New
90860e966d6d,SM-G935F Build/NRD90M,,chrome 64.0 for android,,Found
42f7703cde21,SM-J700M Build/MMB29K,,chrome 64.0 for android,,Found
f28bc5072bd7,SM-G935F Build/NRD90M,,chrome 61.0 for android,,New
4d05284a8800,iOS Device,iOS 11.2.6,mobile safari generic,2208x1242,New
e4a184412036,Moto C Build/NRD90M.063,,chrome 64.0 for android,,New
81da8bf1cb15,,Android,chrome 63.0,2560x1440,Found
4ca98034187a,SM-A310F Build/NRD90M,,chrome 64.0 for android,,New
66f0e227b896,Lenovo PB2-650Y Build/MRA58K,,chrome 64.0 for android,,Unknown
6bfd2261faf7,SM-G550T Build/MMB29K,,chrome 64.0 for android,,New
7777b26f7ea6,E2306 Build/26.3.A.1.33,,chrome 64.0 for android,,New
af31e63321ff,Lenovo PB2-650Y Build/MRA58K,,chrome 64.0 for android,,Unknown
dc0debe2fccd,4013M Build/KOT49H,,chrome 62.0 for android,,Found
204fbb66c187,SM-N920T Build/NRD90M,Android 7.0,chrome 64.0 for android,,New
234b7ef62191,Moto E (4) Build/NMA26.42-19,,chrome generic,,New
749d349575ff,SM-A310M Build/LMY47X,,chrome 64.0 for android,,New
08755d121a61,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,2961x1442,Found
587752fff5b8,Moto G (5) Plus Build/NPN25.137-92,,chrome generic,,Found
1c34a613f438,KFTHWI Build/KTU84M,Android,chrome generic,1920x1200,New
ab2c4d344d10,Windows,Windows 10,chrome generic,1366x768,Found
5d6d462ad079,SAMSUNG SM-G531H Build/LMY48B,,Samsung/SM-G531H,,Found
6cbc4994611c,SM-G800F Build/MMB29K,,chrome 56.0 for android,,Found
18384360baac,SM-G531H Build/LMY48B,,chrome 61.0 for android,,Found
8c337885f156,4013M Build/KOT49H,,chrome 62.0 for android,,Found
3a6b4d6a3c42,HUAWEI,,chrome 64.0 for android,,New
3acbd2959ff6,4013M Build/KOT49H,,chrome 62.0 for android,,Found
757845654e97,Blade V580 Build/LMY47D,,chrome 64.0 for android,,Found
