card_id,card_network,card_type
C03678-K1,visa,debit
C03678-K2,visa,debit
C00516-K1,visa,credit
C02785-K1,visa,debit
C13320-K1,mastercard,debit
C07861-K1,mastercard,credit
C03554-K1,visa,debit
C08927-K1,visa,debit
C02281-K1,visa,credit
C10293-K1,american express,credit
C02402-K1,mastercard,debit
C01200-K1,visa,credit
C08718-K1,mastercard,debit
C08351-K1,visa,credit
C01872-K1,visa,debit
C02307-K1,visa,credit
C06109-K1,american express,credit
C10691-K1,mastercard,debit
C04638-K1,visa,debit
C11174-K1,mastercard,debit
C04513-K1,american express,credit
C02806-K1,visa,debit
C04797-K1,visa,debit
C05995-K1,mastercard,credit
C10686-K1,mastercard,debit
C05133-K1,american express,credit
C07253-K1,mastercard,debit
C02471-K1,mastercard,debit
C04009-K1,visa,credit
C07091-K1,american express,credit
C11476-K1,visa,debit
C07261-K1,,debit
C00985-K1,mastercard,debit
C02798-K1,mastercard,debit
C02798-K2,mastercard,debit
C11264-K1,mastercard,debit
C10730-K1,visa,credit
C06790-K1,visa,credit
C00033-K1,visa,debit
C08827-K1,visa,credit
C02034-K1,visa,debit
C09427-K1,visa,debit
C04674-K1,visa,credit
C11592-K1,visa,debit
C04738-K1,mastercard,debit
C11230-K1,mastercard,debit
C11230-K2,,
C10426-K1,visa,credit
C08117-K1,visa,debit
C13348-K1,visa,credit
C02625-K1,american express,credit
C06520-K1,visa,debit
C06520-K2,,
C12939-K1,visa,credit
C07077-K1,visa,debit
C06827-K1,visa,credit
C09058-K1,visa,debit
C00481-K1,mastercard,debit
C13115-K1,american express,credit
C10787-K1,visa,debit
C01306-K1,visa,debit
C09544-K1,mastercard,credit
C04606-K1,mastercard,credit
C10629-K1,mastercard,debit
C10629-K2,mastercard,debit
C05962-K1,mastercard,credit
C03672-K1,visa,debit
C10742-K1,mastercard,debit
C00274-K1,visa,debit
C11320-K1,visa,debit
C00848-K1,visa,credit
C02526-K1,visa,debit
C10446-K1,mastercard,debit
C10446-K2,mastercard,debit
C07055-K1,visa,credit
C07260-K1,mastercard,debit
C09593-K1,visa,debit
C12844-K1,mastercard,credit
C12074-K1,visa,debit
C04722-K1,visa,credit
C06956-K1,american express,credit
C06516-K1,visa,debit
C08701-K1,american express,credit
C07983-K1,american express,credit
C09192-K1,visa,credit
C12178-K1,visa,debit
C11253-K1,visa,debit
C07428-K1,mastercard,debit
C07115-K1,visa,debit
C13365-K1,mastercard,debit
C06911-K1,visa,credit
C07866-K1,mastercard,debit
C12244-K1,mastercard,credit
C07177-K1,mastercard,debit
C11259-K1,visa,debit
C06987-K1,mastercard,debit
C06987-K2,,
C02876-K1,visa,debit
C05702-K1,visa,debit
C03687-K1,visa,debit
C07654-K1,american express,credit
C00884-K1,american express,credit
C10355-K1,visa,debit
C03139-K1,visa,credit
C08608-K1,visa,debit
C10488-K1,visa,debit
C01993-K1,mastercard,debit
C03988-K1,visa,credit
C00016-K1,mastercard,debit
C00839-K1,visa,debit
C03845-K1,mastercard,debit
C09571-K1,mastercard,debit
C12820-K1,american express,credit
C08618-K1,mastercard,debit
C08618-K2,mastercard,debit
C08091-K1,visa,credit
C08561-K1,visa,debit
C13308-K1,visa,debit
C10580-K1,american express,credit
C00482-K1,visa,debit
C03793-K1,visa,credit
C04782-K1,visa,debit
C03284-K1,visa,credit
C09562-K1,american express,credit
C05980-K1,mastercard,debit
C11710-K1,visa,credit
C06793-K1,mastercard,debit
C02834-K1,mastercard,debit
C02382-K1,visa,debit
C13386-K1,visa,debit
C03219-K1,mastercard,debit
C03219-K2,mastercard,debit
C12376-K1,visa,debit
C03157-K1,visa,debit
C03157-K2,,
C06422-K1,american express,credit
C13432-K1,mastercard,credit
C00735-K1,mastercard,credit
C09886-K1,american express,credit
C00722-K1,mastercard,credit
C07234-K1,visa,debit
C08669-K1,mastercard,debit
C08696-K1,visa,debit
C05060-K1,american express,debit
C12017-K1,visa,credit
C10851-K1,visa,debit
C10846-K1,visa,credit
C10846-K2,,
C01007-K1,visa,debit
C03665-K1,visa,debit
C06315-K1,mastercard,credit
C12717-K1,visa,credit
C07013-K1,mastercard,debit
C07013-K2,mastercard,debit
C02890-K1,mastercard,debit
C02890-K2,mastercard,debit
C00634-K1,visa,debit
C11078-K1,visa,credit
C11226-K1,mastercard,credit
C11756-K1,visa,debit
C02816-K1,mastercard,debit
C05247-K1,visa,debit
C05452-K1,visa,debit
C11784-K1,visa,debit
C10951-K1,visa,debit
C00177-K1,visa,credit
C10281-K1,american express,credit
C11414-K1,american express,credit
C03833-K1,mastercard,credit
C13497-K1,american express,credit
C01474-K1,mastercard,debit
C12943-K1,visa,credit
C03029-K1,visa,debit
C09378-K1,mastercard,credit
C01338-K1,visa,debit
C04712-K1,visa,credit
C12768-K1,american express,credit
C12064-K1,mastercard,debit
C12064-K2,,
C00471-K1,mastercard,debit
C07097-K1,american express,credit
C06581-K1,mastercard,credit
C13084-K1,visa,debit
C12779-K1,mastercard,credit
C09469-K1,mastercard,debit
C08681-K1,mastercard,debit
C00827-K1,visa,credit
C12548-K1,mastercard,debit
C03092-K1,visa,debit
C02636-K1,visa,credit
C03951-K1,mastercard,debit
C11868-K1,mastercard,credit
C13185-K1,visa,credit
C10995-K1,visa,credit
C04052-K1,mastercard,debit
C09611-K1,mastercard,debit
C09611-K2,mastercard,debit
C00325-K1,visa,credit
C06175-K1,visa,debit
C02670-K1,american express,credit
C06991-K1,visa,credit
C12646-K1,visa,debit
C12646-K2,visa,debit
C00518-K1,american express,credit
C04051-K1,mastercard,credit
C00042-K1,mastercard,debit
C07860-K1,visa,debit
C11875-K1,mastercard,debit
C02888-K1,visa,debit
C06529-K1,visa,credit
C00096-K1,mastercard,credit
C09345-K1,visa,debit
C13163-K1,mastercard,credit
C09307-K1,visa,credit
C01117-K1,visa,credit
C07179-K1,visa,debit
C12630-K1,visa,credit
C00346-K1,visa,debit
C03703-K1,visa,credit
C04836-K1,visa,credit
C04836-K2,visa,credit
C08585-K1,visa,debit
C09040-K1,visa,debit
C11525-K1,visa,credit
C02801-K1,visa,debit
C08404-K1,american express,credit
C09617-K1,visa,debit
C03199-K1,visa,debit
C00055-K1,mastercard,debit
C07418-K1,visa,debit
C13226-K1,mastercard,debit
C03535-K1,visa,debit
C13431-K1,american express,credit
C07705-K1,visa,debit
C13400-K1,american express,credit
C04006-K1,visa,debit
C12795-K1,visa,credit
C10839-K1,mastercard,debit
C06944-K1,mastercard,credit
C12563-K1,visa,debit
C10319-K1,visa,credit
C00087-K1,visa,debit
C11145-K1,mastercard,debit
C01165-K1,visa,credit
C07625-K1,visa,debit
C10526-K1,visa,debit
C12601-K1,mastercard,credit
C11291-K1,visa,debit
C05827-K1,visa,credit
C06745-K1,mastercard,credit
C02935-K1,mastercard,debit
C02935-K2,mastercard,debit
C02687-K1,mastercard,debit
C10958-K1,mastercard,credit
C04218-K1,visa,debit
C06533-K1,visa,debit
C11553-K1,visa,debit
C10522-K1,american express,credit
C03216-K1,visa,debit
C07748-K1,visa,credit
C08327-K1,mastercard,credit
C06732-K1,mastercard,debit
C01683-K1,visa,debit
C02500-K1,visa,debit
C01069-K1,visa,debit
C07664-K1,visa,debit
C11382-K1,visa,credit
C09934-K1,mastercard,debit
C12183-K1,visa,credit
C01542-K1,visa,debit
C04070-K1,visa,debit
C02484-K1,mastercard,debit
C02484-K2,mastercard,debit
C13096-K1,visa,debit
C09404-K1,visa,debit
C12088-K1,mastercard,debit
C06618-K1,visa,debit
C06871-K1,visa,debit
C13424-K1,visa,credit
C12625-K1,visa,debit
C07229-K1,mastercard,debit
C10565-K1,visa,debit
C04586-K1,mastercard,credit
C06933-K1,mastercard,debit
C04768-K1,mastercard,debit
C07069-K1,american express,credit
C11696-K1,visa,debit
C09268-K1,mastercard,debit
C10421-K1,visa,credit
C11908-K1,mastercard,credit
C11908-K2,mastercard,debit
C09971-K1,mastercard,debit
C09971-K2,,
C02448-K1,mastercard,credit
C04063-K1,visa,credit
C01759-K1,mastercard,debit
C12419-K1,american express,credit
C03145-K1,mastercard,debit
C00142-K1,american express,credit
C01915-K1,mastercard,debit
C04645-K1,mastercard,credit
C13123-K1,visa,debit
C09311-K1,visa,credit
C09311-K2,,
C03952-K1,mastercard,credit
C08848-K1,visa,debit
C03011-K1,mastercard,debit
C12550-K1,mastercard,debit
C02253-K1,visa,debit
C07376-K1,visa,debit
C01600-K1,visa,credit
C03827-K1,american express,credit
C09073-K1,visa,debit
C09229-K1,visa,debit
C09302-K1,mastercard,credit
C03623-K1,visa,debit
C00312-K1,visa,debit
C06895-K1,american express,credit
C12038-K1,american express,credit
C10038-K1,visa,credit
C01551-K1,mastercard,credit
C13383-K1,visa,debit
C05210-K1,visa,debit
C06854-K1,mastercard,debit
C13023-K1,american express,credit
C11452-K1,mastercard,credit
C11452-K2,mastercard,debit
C09110-K1,mastercard,debit
C05740-K1,american express,credit
C08960-K1,visa,debit
C06562-K1,visa,debit
C01378-K1,discover,debit
C13476-K1,mastercard,debit
C11646-K1,visa,debit
C09592-K1,american express,credit
C06699-K1,american express,credit
C05454-K1,mastercard,credit
C03644-K1,visa,debit
C02064-K1,mastercard,debit
C12483-K1,mastercard,debit
C12483-K2,mastercard,debit
C04149-K1,mastercard,debit
C03929-K1,visa,credit
C03929-K2,visa,credit
C07655-K1,mastercard,credit
C08971-K1,visa,credit
C04362-K1,visa,credit
C01676-K1,mastercard,credit
C10622-K1,mastercard,credit
C05464-K1,visa,debit
C13296-K1,visa,debit
C08944-K1,visa,debit
C11718-K1,american express,credit
C05838-K1,visa,debit
C06246-K1,visa,debit
C11820-K1,visa,credit
C11903-K1,visa,credit
C01049-K1,visa,debit
C12702-K1,mastercard,debit
C10977-K1,visa,credit
C07620-K1,visa,credit
C02593-K1,visa,debit
C05799-K1,visa,debit
C06081-K1,visa,debit
C08769-K1,mastercard,debit
C01616-K1,american express,debit
C02029-K1,visa,debit
C06717-K1,american express,credit
C00121-K1,american express,credit
C12402-K1,visa,debit
C03458-K1,visa,debit
C09379-K1,mastercard,debit
C12181-K1,visa,debit
C12181-K2,,
C02966-K1,american express,credit
C08022-K1,visa,debit
C06098-K1,visa,debit
C06098-K2,,
C10110-K1,visa,debit
C00515-K1,visa,debit
C01612-K1,mastercard,debit
C09327-K1,visa,credit
C03846-K1,mastercard,credit
C03349-K1,visa,credit
C03534-K1,visa,debit
C10832-K1,visa,credit
C07849-K1,american express,credit
C05418-K1,mastercard,credit
C02202-K1,mastercard,credit
C05917-K1,visa,credit
C08160-K1,american express,credit
C12158-K1,visa,debit
C03901-K1,visa,debit
C10719-K1,visa,debit
C04188-K1,visa,debit
C09814-K1,mastercard,debit
C00648-K1,visa,credit
C05047-K1,american express,credit
C02427-K1,visa,debit
C00010-K1,visa,debit
C12986-K1,mastercard,debit
C12498-K1,mastercard,debit
C02463-K1,american express,credit
C07772-K1,visa,debit
C10564-K1,mastercard,debit
C09656-K1,visa,debit
C11773-K1,mastercard,debit
C13071-K1,visa,debit
C08398-K1,mastercard,debit
C08398-K2,,
C07825-K1,visa,debit
C07825-K2,,
C00035-K1,visa,debit
C11955-K1,visa,credit
C03586-K1,visa,credit
C01774-K1,visa,debit
C05663-K1,visa,debit
C07843-K1,visa,debit
C09535-K1,visa,credit
C09166-K1,visa,credit
C06782-K1,visa,debit
C07342-K1,mastercard,debit
C08996-K1,visa,debit
C02954-K1,visa,debit
C02292-K1,visa,credit
C09707-K1,mastercard,debit
C02825-K1,american express,credit
C01271-K1,mastercard,debit
C01271-K2,mastercard,debit
C07353-K1,visa,credit
C06844-K1,visa,debit
C13515-K1,american express,credit
C10143-K1,visa,debit
C06773-K1,mastercard,debit
C12927-K1,visa,credit
C11502-K1,mastercard,credit
C09406-K1,visa,credit
C09512-K1,visa,credit
C09643-K1,mastercard,debit
C08275-K1,visa,debit
C05817-K1,visa,debit
C03753-K1,visa,debit
C05403-K1,visa,debit
C12442-K1,visa,debit
C08591-K1,visa,debit
C06119-K1,visa,debit
C13167-K1,american express,credit
C02442-K1,mastercard,credit
C08241-K1,visa,debit
C07213-K1,mastercard,debit
C11588-K1,mastercard,credit
C07556-K1,mastercard,credit
C10997-K1,visa,debit
C05565-K1,visa,debit
C07010-K1,visa,credit
C09818-K1,visa,debit
C04126-K1,mastercard,debit
C04126-K2,mastercard,debit
C08572-K1,mastercard,debit
C08572-K2,mastercard,debit
C07283-K1,visa,credit
C10158-K1,mastercard,credit
C13002-K1,mastercard,debit
C03495-K1,american express,credit
C05907-K1,visa,debit
C02860-K1,visa,credit
C00305-K1,visa,debit
C02912-K1,visa,credit
C02912-K2,visa,credit
C01401-K1,mastercard,credit
C02263-K1,american express,credit
C08969-K1,visa,debit
C08969-K2,visa,debit
C10313-K1,visa,debit
C03614-K1,visa,debit
C10298-K1,mastercard,credit
C02723-K1,mastercard,debit
C06907-K1,mastercard,credit
C07971-K1,american express,credit
C12929-K1,visa,debit
C03128-K1,visa,debit
C08330-K1,visa,debit
C09809-K1,mastercard,debit
C11648-K1,visa,debit
C05628-K1,mastercard,credit
C10240-K1,visa,debit
C06032-K1,visa,debit
C07221-K1,visa,credit
C03352-K1,visa,debit
C07652-K1,visa,debit
C04494-K1,visa,debit
C10659-K1,mastercard,credit
C06586-K1,mastercard,credit
C02555-K1,visa,debit
C04675-K1,visa,credit
C06160-K1,mastercard,debit
C04175-K1,visa,credit
C06760-K1,mastercard,debit
C06760-K2,mastercard,debit
C12938-K1,visa,debit
C04335-K1,mastercard,debit
C11602-K1,american express,credit
C08399-K1,visa,credit
C12688-K1,visa,debit
C07436-K1,visa,credit
C02308-K1,visa,credit
C08878-K1,visa,credit
C03647-K1,american express,credit
C08329-K1,american express,credit
C02505-K1,visa,credit
C04019-K1,mastercard,debit
C09266-K1,mastercard,debit
C08743-K1,visa,credit
C01456-K1,visa,credit
C01868-K1,american express,credit
C02577-K1,visa,debit
C04199-K1,mastercard,debit
C00677-K1,visa,credit
C12653-K1,visa,debit
C09776-K1,visa,debit
C00625-K1,mastercard,debit
C05395-K1,visa,credit
C05395-K2,visa,credit
C00721-K1,mastercard,credit
C00838-K1,mastercard,debit
C01044-K1,mastercard,credit
C08609-K1,mastercard,debit
C08609-K2,mastercard,debit
C07498-K1,visa,credit
C07498-K2,visa,debit
C12323-K1,visa,debit
C12323-K2,,
C00201-K1,mastercard,credit
C12789-K1,mastercard,debit
C00289-K1,visa,debit
C04144-K1,visa,debit
C00157-K1,visa,debit
C13536-K1,visa,debit
C12282-K1,visa,debit
C06697-K1,visa,debit
C09255-K1,visa,debit
C06222-K1,visa,debit
C12736-K1,visa,debit
C08505-K1,visa,debit
C09136-K1,visa,debit
C07161-K1,visa,debit
C03683-K1,visa,debit
C05815-K1,mastercard,debit
C09053-K1,mastercard,debit
C09053-K2,mastercard,debit
C09053-K3,mastercard,debit
C13278-K1,visa,debit
C12315-K1,mastercard,debit
C13051-K1,visa,debit
C10268-K1,american express,credit
C11141-K1,visa,credit
C00585-K1,mastercard,debit
C09036-K1,mastercard,debit
C11680-K1,mastercard,debit
C02151-K1,visa,credit
C08884-K1,american express,credit
C12344-K1,mastercard,credit
C07904-K1,mastercard,debit
C01282-K1,mastercard,credit
C10724-K1,visa,debit
C07526-K1,visa,credit
C05890-K1,visa,credit
C03224-K1,visa,debit
C12326-K1,mastercard,credit
C06280-K1,visa,debit
C11096-K1,visa,credit
C00490-K1,visa,credit
C06017-K1,visa,credit
C06017-K2,visa,credit
C07053-K1,american express,credit
C04433-K1,mastercard,credit
C12332-K1,mastercard,credit
C08386-K1,visa,debit
C05892-K1,visa,credit
C04512-K1,visa,credit
C01651-K1,mastercard,debit
C13085-K1,mastercard,credit
C03225-K1,visa,debit
C08441-K1,mastercard,debit
C08441-K2,mastercard,debit
C07892-K1,visa,debit
C00143-K1,mastercard,debit
C00143-K2,mastercard,debit
C12421-K1,mastercard,debit
C02599-K1,visa,debit
C05921-K1,mastercard,debit
C04731-K1,visa,credit
C04093-K1,visa,debit
C08105-K1,visa,credit
C07992-K1,mastercard,debit
C00137-K1,visa,credit
C04197-K1,visa,credit
C06910-K1,mastercard,credit
C03995-K1,visa,debit
C12274-K1,mastercard,debit
C01454-K1,visa,debit
C03445-K1,visa,credit
C01879-K1,visa,debit
C11293-K1,american express,credit
C08725-K1,mastercard,credit
C05323-K1,mastercard,debit
C03897-K1,mastercard,debit
C09169-K1,visa,debit
C00453-K1,mastercard,debit
C00278-K1,visa,debit
C02429-K1,visa,debit
C09161-K1,visa,credit
C00155-K1,mastercard,credit
C04092-K1,mastercard,debit
C04092-K2,mastercard,debit
C08713-K1,mastercard,debit
C02213-K1,mastercard,debit
C01290-K1,visa,credit
C05438-K1,mastercard,credit
C05208-K1,visa,credit
C10881-K1,mastercard,debit
C04324-K1,visa,debit
C12227-K1,visa,debit
C13212-K1,visa,debit
C12248-K1,visa,debit
C06802-K1,visa,credit
C04799-K1,mastercard,credit
C07048-K1,visa,debit
C11997-K1,visa,debit
C11189-K1,visa,debit
C11897-K1,mastercard,credit
C05473-K1,visa,debit
C09411-K1,mastercard,debit
C04270-K1,mastercard,credit
C03514-K1,mastercard,debit
C05508-K1,mastercard,credit
C12528-K1,mastercard,credit
C01130-K1,visa,debit
C01662-K1,visa,credit
C02452-K1,visa,debit
C10262-K1,visa,credit
C08522-K1,visa,debit
C00047-K1,mastercard,credit
C09024-K1,visa,debit
C00824-K1,visa,debit
C07490-K1,mastercard,credit
C08853-K1,visa,debit
C04215-K1,visa,credit
C05366-K1,mastercard,debit
C05366-K2,mastercard,debit
C07809-K1,visa,debit
C11220-K1,mastercard,debit
C08412-K1,visa,credit
C00676-K1,visa,credit
C05102-K1,visa,debit
C08497-K1,visa,debit
C08497-K2,visa,credit
C11281-K1,mastercard,debit
C00698-K1,mastercard,credit
C04015-K1,visa,credit
C11087-K1,mastercard,credit
C00108-K1,visa,debit
C06457-K1,mastercard,credit
C11455-K1,visa,debit
C04765-K1,mastercard,debit
C01686-K1,visa,debit
C13532-K1,mastercard,credit
C05365-K1,visa,debit
C11826-K1,mastercard,debit
C02316-K1,visa,credit
C03116-K1,visa,credit
C13062-K1,visa,credit
C08521-K1,mastercard,credit
C07231-K1,visa,debit
C10246-K1,visa,debit
C05021-K1,mastercard,credit
C10551-K1,visa,debit
C04442-K1,visa,credit
C02548-K1,visa,debit
C04805-K1,mastercard,debit
C04805-K2,mastercard,debit
C05065-K1,visa,debit
C05399-K1,mastercard,debit
C06662-K1,mastercard,debit
C05493-K1,visa,credit
C08869-K1,visa,debit
C02977-K1,visa,credit
C07233-K1,mastercard,debit
C00026-K1,visa,credit
C12059-K1,mastercard,debit
C06282-K1,visa,debit
C05269-K1,mastercard,debit
C07381-K1,visa,debit
C10627-K1,mastercard,credit
C13482-K1,visa,debit
C04882-K1,mastercard,credit
C02451-K1,mastercard,credit
C03749-K1,visa,debit
C02031-K1,mastercard,credit
C07484-K1,visa,debit
C09734-K1,visa,credit
C06495-K1,visa,credit
C10583-K1,visa,debit
C01219-K1,american express,credit
C06399-K1,mastercard,credit
C06399-K2,mastercard,credit
C08964-K1,mastercard,debit
C11779-K1,visa,debit
C06718-K1,visa,credit
C12668-K1,mastercard,credit
C06251-K1,visa,debit
C07851-K1,visa,credit
C08644-K1,visa,credit
C06703-K1,visa,debit
C12353-K1,mastercard,debit
C12353-K2,mastercard,debit
C04868-K1,mastercard,credit
C02328-K1,visa,credit
C10662-K1,visa,credit
C03766-K1,visa,debit
C00762-K1,american express,credit
C11366-K1,visa,debit
C06892-K1,visa,debit
C01444-K1,mastercard,debit
C00700-K1,visa,debit
C10807-K1,mastercard,debit
C08536-K1,discover,credit
C08345-K1,visa,debit
C03936-K1,mastercard,debit
C02759-K1,mastercard,debit
C11623-K1,visa,credit
C09640-K1,visa,credit
C09419-K1,visa,debit
C11163-K1,visa,debit
C02470-K1,american express,credit
C00858-K1,mastercard,debit
C02362-K1,visa,credit
C12851-K1,visa,credit
C12851-K2,visa,credit
C07269-K1,mastercard,credit
C04831-K1,mastercard,credit
C01381-K1,american express,credit
C07582-K1,mastercard,debit
C00239-K1,visa,credit
C10054-K1,mastercard,credit
C06010-K1,visa,debit
C06010-K2,,
C03361-K1,visa,credit
C08979-K1,visa,debit
C07092-K1,mastercard,debit
C11053-K1,mastercard,debit
C09784-K1,visa,credit
C05212-K1,visa,debit
C05212-K2,,
C09176-K1,visa,debit
C06803-K1,visa,debit
C05475-K1,visa,debit
C11077-K1,visa,credit
C08531-K1,visa,debit
C02447-K1,mastercard,debit
C08768-K1,visa,debit
C06262-K1,mastercard,debit
C02179-K1,visa,debit
C01087-K1,american express,credit
C03105-K1,visa,credit
C01012-K1,mastercard,credit
C01696-K1,american express,credit
C10612-K1,visa,credit
C00783-K1,mastercard,credit
C05122-K1,mastercard,debit
C05122-K2,mastercard,debit
C01738-K1,visa,credit
C11254-K1,visa,debit
C13239-K1,mastercard,debit
C12269-K1,visa,debit
C08324-K1,visa,debit
C03500-K1,mastercard,debit
C03178-K1,mastercard,credit
C07529-K1,visa,credit
C05549-K1,visa,debit
C02768-K1,mastercard,debit
C12152-K1,visa,credit
C04874-K1,visa,debit
C01160-K1,mastercard,debit
C01160-K2,mastercard,debit
